#group,false,false,true,true,false,false,true,true,true,true,true,true
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:44:50Z,58.925000000000004,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:45:00Z,58.975,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:45:10Z,59,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:45:20Z,58.95,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:45:30Z,58.825,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:45:40Z,58.7,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:45:50Z,58.7,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:46:00Z,58.65,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:46:10Z,58.625,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:46:20Z,58.7,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:46:30Z,58.574999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:46:40Z,58.574999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:46:50Z,58.6,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:47:00Z,58.72500000000001,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:47:10Z,58.699999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:47:20Z,58.5,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:47:30Z,58.400000000000006,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:47:40Z,58.35,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:47:50Z,58.425000000000004,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:48:00Z,58.425,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:48:10Z,58.375,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:48:20Z,58.375,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:48:30Z,58.375,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:48:40Z,58.35,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:48:50Z,58.35,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:49:00Z,58.575,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:49:10Z,58.425000000000004,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:49:20Z,58.3,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:49:30Z,58.35,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:49:40Z,58.27499999999999,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:49:50Z,58.2,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:50:00Z,58.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:50:10Z,58.074999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:50:20Z,58.25,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:50:30Z,58.224999999999994,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:50:40Z,58.125,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:50:50Z,58.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:51:00Z,57.95,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:51:10Z,58,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:51:20Z,58.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:51:30Z,58.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:51:40Z,58,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:51:50Z,57.925,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:52:00Z,57.8,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:52:10Z,57.824999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:52:20Z,57.86666666666667,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:52:30Z,57.85,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:52:40Z,57.925000000000004,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:52:50Z,58,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:53:00Z,58.27499999999999,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:53:10Z,58.075,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:53:20Z,58,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:53:30Z,57.9,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:53:40Z,57.875,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:53:50Z,58.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:54:00Z,58.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:54:10Z,57.95,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:54:20Z,57.75,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:54:30Z,57.55,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:54:40Z,57.525,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:54:50Z,57.45,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:55:00Z,57.349999999999994,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:55:10Z,57.3,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:55:20Z,57.150000000000006,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:55:30Z,57.25,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:55:40Z,57.125,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:55:50Z,57.1,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:56:00Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:56:10Z,56.95,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:56:20Z,57.150000000000006,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:56:30Z,57.074999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:56:40Z,57.125,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:56:50Z,57,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:57:00Z,56.975,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:57:10Z,57,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:57:20Z,57.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:57:30Z,57,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:57:40Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:57:50Z,57.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:58:00Z,56.95,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:58:10Z,56.9,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:58:20Z,56.824999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:58:30Z,56.95,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:58:40Z,57.1,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:58:50Z,57.2,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:59:00Z,57.2,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:59:10Z,57.22500000000001,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:59:20Z,57.22500000000001,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:59:30Z,57.3,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:59:40Z,57.45,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T13:59:50Z,57.46666666666667,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:00:00Z,57.5,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:00:10Z,57.45,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:00:20Z,57.4,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:00:30Z,57.4,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:00:40Z,57.425,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:00:50Z,57.475,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:01:00Z,57.5,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:01:10Z,57.5,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:01:20Z,57.375,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:01:30Z,57.225,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:01:40Z,57.1,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:01:50Z,57.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:02:00Z,57.074999999999996,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:02:10Z,57,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:02:20Z,57.025,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:02:30Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:02:40Z,57.1,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:02:50Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:03:00Z,57.1,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:03:10Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:03:20Z,56.975,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:03:30Z,56.9,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:03:40Z,56.925000000000004,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:03:50Z,57,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:04:00Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:04:10Z,57.05,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:04:20Z,56.925000000000004,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:04:30Z,56.900000000000006,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:04:40Z,56.9,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:04:50Z,56.849999999999994,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:05:00Z,56.8,humidity,val,diubi-esp-32,42.84629,13.904817,no
,,0,2022-08-29T13:05:11.790971Z,2022-08-29T14:05:11.790971Z,2022-08-29T14:05:10Z,56.8,humidity,val,diubi-esp-32,42.84629,13.904817,no

